league_key,league_name,club_id,club_name,season,season_start_year,direction,player_name,age,position,other_club_name,other_competition,fee_text,fee_eur,move_type,source_name,source_endpoint,collected_at_utc,confidence_level,notes
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Alberto Méndez,25.0,Attacking Midfield,Unterhaching,Bundesliga,End of loan 30/06/2000,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Christopher Wreh,25.0,Centre-Forward,FC Den Bosch,Eredivisie,End of loan 30/06/2000,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,David Grondin,20.0,Left-Back,Saint-Étienne,Ligue 1,End of loan 30/06/2000,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Francis Jeffers,20.0,Centre-Forward,Everton,Premier League,€15.30m,15300000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Graham Barrett,19.0,Centre-Forward,Bristol Rovers,Second Division,End of loan 10/01/2001,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Graham Stack,18.0,Goalkeeper,Arsenal U18,England,-,0.0,internal_promotion_or_return,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Guy Demel,19.0,Right-Back,Nîmes Olympique,Ligue 2,free transfer,0.0,free_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Igors Stepanovs,24.0,Centre-Back,Skonto,Latvia,€1.50m,1500000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,John Halls,18.0,Defensive Midfield,Arsenal U18,England,-,0.0,internal_promotion_or_return,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Laurén,23.0,Right-Back,RCD Mallorca,LaLiga,€10.70m,10700000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Lee Canoville,19.0,Right-Back,Northampton,Second Division,End of loan 01/02/2001,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Liam Chilvers,18.0,Centre-Back,Arsenal U18,England,-,0.0,internal_promotion_or_return,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Liam Chilvers,19.0,Centre-Back,Northampton,Second Division,End of loan 23/01/2001,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Matthew Upson,22.0,Centre-Back,Crystal Palace,First Division,End of loan 31/05/2001,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Matthew Upson,21.0,Centre-Back,Nott'm Forest,First Division,End of loan 31/12/2000,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Robert Pirès,26.0,Left Midfield,Marseille,Ligue 1,€9.80m,9800000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Sebastian Svärd,17.0,Defensive Midfield,KB (FCK II),Denmark,free transfer,0.0,free_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Stuart Taylor,19.0,Goalkeeper,Arsenal U21,England,-,0.0,internal_promotion_or_return,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Stuart Taylor,20.0,Goalkeeper,Peterborough,Second Division,End of loan 15/03/2001,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Stuart Taylor,19.0,Goalkeeper,Crystal Palace,First Division,End of loan 01/10/2000,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Sylvain Wiltord,26.0,Second Striker,G. Bordeaux,Ligue 1,€17.50m,17500000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Tomas Danilevičius,22.0,Centre-Forward,Lausanne-Sport,Super League,€1.50m,1500000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,arrival,Tomas Danilevičius,22.0,Centre-Forward,Dunfermline A.,Premiership,End of loan 30/04/2001,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Brian McGovern,20.0,Defender,Norwich,First Division,?,,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Christopher Wreh,25.0,Centre-Forward,Al-Hilal,Saudi Pro League,?,,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,David Grondin,20.0,Left-Back,Cannes,Ligue 2,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Davor Suker,32.0,Centre-Forward,West Ham,Premier League,free transfer,0.0,free_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Emmanuel Petit,29.0,Defensive Midfield,Barcelona,LaLiga,€15.00m,15000000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Graham Barrett,19.0,Centre-Forward,Bristol Rovers,Second Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Lee Canoville,19.0,Right-Back,Northampton,Second Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Liam Chilvers,19.0,Centre-Back,Northampton,Second Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Marc Overmars,27.0,Left Winger,Barcelona,LaLiga,€29.30m,29300000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Matthew Upson,21.0,Centre-Back,Nott'm Forest,First Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Matthew Upson,21.0,Centre-Back,Crystal Palace,First Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Narada Bernard,18.0,Defender,Bournemouth,Second Division,?,,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Nigel Winterburn,36.0,Left-Back,West Ham,Premier League,free transfer,0.0,free_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Paolo Vernazza,21.0,Central Midfield,Watford,First Division,€525k,525000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Rhys Weston,20.0,Right-Back,Cardiff,Wales,€450k,450000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Stuart Taylor,20.0,Goalkeeper,Peterborough,Second Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Stuart Taylor,19.0,Goalkeeper,Crystal Palace,First Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Tomas Danilevičius,22.0,Centre-Forward,Dunfermline A.,Premiership,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
premier_league,Premier League,arsenal,Arsenal,2000/01,2000,departure,Tommy Black,20.0,Right Midfield,Crystal Palace,First Division,€750k,750000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/arsenal/transfers/verein/11/saison_id/2000,2026-04-27T17:54:15.739486+00:00,high,
