league_key,league_name,club_id,club_name,role_key,role_name,season,season_start_year,season_end_year,transfermarkt_manager_id,manager_id,manager_name,manager_date_of_birth,nationalities,spell_start_date,spell_end_date,time_in_post_text,time_in_post_days,matches,wins,draws,losses,ppg,overlap_start_date,overlap_end_date,days_in_charge_in_season,days_in_season,share_of_season,source_name,source_endpoint,collected_at_utc,confidence_level,notes
premier_league,Premier League,tottenham_hotspur,Tottenham Hotspur,manager,Manager,2019/20,2019,2020,9044,mauricio_pochettino_02-03-1972,Mauricio Pochettino,02/03/1972,Argentina | Spain,2014-07-01,2019-11-19,05 years 04 months 19 days,1968,293.0,160,60,73,1.84,2019-07-01,2019-11-19,142,366,0.3879781420765027,transfermarkt_manager_history_page,https://www.transfermarkt.com/tottenham-hotspur/mitarbeiterhistorie/verein/148/personalie_id/1/plus/1,2026-04-27T18:43:02.173820+00:00,high,
premier_league,Premier League,tottenham_hotspur,Tottenham Hotspur,manager,Manager,2019/20,2019,2020,781,jos_mourinho_26-01-1963,José Mourinho,26/01/1963,Portugal,2019-11-20,2021-04-19,01 year 04 months 30 days,517,86.0,45,17,24,1.77,2019-11-20,2020-06-30,224,366,0.6120218579234973,transfermarkt_manager_history_page,https://www.transfermarkt.com/tottenham-hotspur/mitarbeiterhistorie/verein/148/personalie_id/1/plus/1,2026-04-27T18:43:02.173820+00:00,high,
