league_key,league_name,club_id,club_name,season,season_start_year,direction,player_name,age,position,other_club_name,other_competition,fee_text,fee_eur,move_type,source_name,source_endpoint,collected_at_utc,confidence_level,notes
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Alcides,23.0,Centre-Back,PSV,Eredivisie,End of loan 30/06/2008,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Ben Sahar,19.0,Centre-Forward,De Graafschap,Eredivisie,End of loan 25/05/2009,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Ben Sahar,19.0,Centre-Forward,Portsmouth,Premier League,End of loan 31/12/2008,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Bosingwa,25.0,Right-Back,Porto,Liga Portugal,€20.50m,20500000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Conor Clifford,17.0,Central Midfield,Chelsea U18,England,-,0.0,internal_promotion_or_return,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Deco,30.0,Attacking Midfield,Barcelona,LaLiga,€10.00m,10000000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Fábio Paim,20.0,Right Winger,Sporting,Liga Portugal,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Gaël Kakuta,17.0,Attacking Midfield,Chelsea U18,England,-,0.0,internal_promotion_or_return,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Hernán Crespo,32.0,Centre-Forward,Inter,Serie A,End of loan 30/06/2008,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Khalid Boulahrouz,26.0,Centre-Back,Sevilla FC,LaLiga,End of loan 30/06/2008,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Michael Mancienne,20.0,Centre-Back,Wolves,Championship,End of loan 29/12/2008,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Mineiro,33.0,Defensive Midfield,Without Club,,-,0.0,internal_promotion_or_return,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,Detail rows were shorter than expected while parsing the transfer table.
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Ricardo Quaresma,25.0,Right Winger,Inter,Serie A,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Ryan Bertrand,19.0,Left-Back,Norwich,Championship,End of loan 31/05/2009,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Scott Sinclair,20.0,Left Winger,Birmingham,Championship,End of loan 25/05/2009,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,arrival,Slobodan Rajković,19.0,Centre-Back,PSV,Eredivisie,End of loan 30/06/2008,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Alcides,23.0,Centre-Back,Dnipro,Premier Liga,€600k,600000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Andriy Shevchenko,31.0,Centre-Forward,AC Milan,Serie A,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Ben Sahar,19.0,Centre-Forward,De Graafschap,Eredivisie,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Ben Sahar,18.0,Centre-Forward,Portsmouth,Premier League,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Carlo Cudicini,35.0,Goalkeeper,Tottenham,Premier League,free transfer,0.0,free_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Claude Makélélé,35.0,Defensive Midfield,PSG,Ligue 1,free transfer,0.0,free_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Claudio Pizarro,29.0,Centre-Forward,Werder Bremen,Bundesliga,Loan fee: €2.00m,2000000.0,loan_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Fábio Paim,20.0,Right Winger,Sporting,Liga Portugal,End of loan 31/12/2008,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Hernán Crespo,32.0,Centre-Forward,Inter,Serie A,free transfer,0.0,free_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Khalid Boulahrouz,26.0,Centre-Back,Stuttgart,Bundesliga,€5.00m,5000000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Michael Mancienne,20.0,Centre-Back,Wolves,Championship,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Scott Sinclair,19.0,Left Winger,Birmingham,Championship,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Shaun Wright-Phillips,26.0,Right Winger,Man City,Premier League,€11.25m,11250000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Slobodan Rajković,19.0,Centre-Back,FC Twente,Eredivisie,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Steve Sidwell,25.0,Central Midfield,Aston Villa,Premier League,€6.30m,6300000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Tal Ben Haim,26.0,Centre-Back,Man City,Premier League,€6.40m,6400000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
premier_league,Premier League,chelsea,Chelsea,2008/09,2008,departure,Wayne Bridge,28.0,Left-Back,Man City,Premier League,€13.00m,13000000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/chelsea/transfers/verein/631/saison_id/2008,2026-04-27T18:18:00.671676+00:00,high,
