league_key,league_name,club_id,club_name,season,season_start_year,direction,player_name,age,position,other_club_name,other_competition,fee_text,fee_eur,move_type,source_name,source_endpoint,collected_at_utc,confidence_level,notes
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Alec Chamberlain,30.0,Goalkeeper,Sunderland,First Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Dominic Matteo,20.0,Left-Back,Sunderland,First Division,End of loan 30/03/1995,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Jamie Cassidy,16.0,Central Midfield,Liverpool U18,England,-,0.0,internal_promotion_or_return,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,John Scales,28.0,Centre-Back,Wimbledon FC,Premier League,€4.10m,4099999.9999999995,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Mark Kennedy,18.0,Left Midfield,Millwall,First Division,€2.05m,2049999.9999999998,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Mark Prudhoe,31.0,Goalkeeper,Stoke City,First Division,loan transfer,0.0,loan_transfer,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Mark Walters,30.0,Left Midfield,Wolves,First Division,End of loan 09/11/1994,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Michael Stensgaard,19.0,Goalkeeper,Hvidovre,1.Division,€480k,480000.0,transfer_fee,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Paul Stewart,30.0,Centre-Forward,Burnley,First Division,End of loan 31/05/1995,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
premier_league,Premier League,liverpool,Liverpool,1994/95,1994,arrival,Paul Stewart,30.0,Centre-Forward,Wolves,First Division,End of loan 02/11/1994,0.0,end_of_loan,transfermarkt_club_page,https://www.transfermarkt.com/liverpool/transfers/verein/31/saison_id/1994,2026-04-27T18:18:52.340574+00:00,high,
