league_key,league_name,club_id,club_name,role_key,role_name,season,season_start_year,season_end_year,transfermarkt_manager_id,manager_id,manager_name,manager_date_of_birth,nationalities,spell_start_date,spell_end_date,time_in_post_text,time_in_post_days,matches,wins,draws,losses,ppg,overlap_start_date,overlap_end_date,days_in_charge_in_season,days_in_season,share_of_season,source_name,source_endpoint,collected_at_utc,confidence_level,notes
premier_league,Premier League,arsenal,Arsenal,manager,Manager,2023/24,2023,2024,47620,mikel_arteta_26-03-1982,Mikel Arteta,26/03/1982,Spain,2019-12-22,,06 years 04 months 05 days,2319,345.0,212,59,74,2.01,2023-07-01,2024-06-30,366,366,1.0,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,Manager spell appears ongoing on the collection date. Ongoing manager spell; overlap calculated through the collection date or season end.
premier_league,Premier League,arsenal,Arsenal,manager,Manager,2024/25,2024,2025,47620,mikel_arteta_26-03-1982,Mikel Arteta,26/03/1982,Spain,2019-12-22,,06 years 04 months 05 days,2319,345.0,212,59,74,2.01,2024-07-01,2025-06-30,365,365,1.0,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,Manager spell appears ongoing on the collection date. Ongoing manager spell; overlap calculated through the collection date or season end.
premier_league,Premier League,arsenal,Arsenal,manager,Manager,2025/26,2025,2026,47620,mikel_arteta_26-03-1982,Mikel Arteta,26/03/1982,Spain,2019-12-22,,06 years 04 months 05 days,2319,345.0,212,59,74,2.01,2025-07-01,2026-04-27,301,365,0.8246575342465754,transfermarkt_manager_history_page,https://www.transfermarkt.com/arsenal/mitarbeiterhistorie/verein/11/personalie_id/1/plus/1,2026-04-27T18:42:52.621832+00:00,high,Manager spell appears ongoing on the collection date. Ongoing manager spell; overlap calculated through the collection date or season end.
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1990/91,1990,1991,23631,bobby_campbell_23-04-1937,Bobby Campbell,23/04/1937,England,1988-03-06,1991-05-12,03 years 02 months 06 days,1163,150.0,65,46,39,1.61,1990-07-01,1991-05-12,316,365,0.8657534246575342,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1991/92,1991,1992,3694,ian_porterfield_11-02-1946,Ian Porterfield,11/02/1946,Scotland,1991-07-01,1993-02-15,01 year 07 months 15 days,596,85.0,29,27,29,1.34,1991-07-01,1992-06-30,366,366,1.0,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1992/93,1992,1993,3694,ian_porterfield_11-02-1946,Ian Porterfield,11/02/1946,Scotland,1991-07-01,1993-02-15,01 year 07 months 15 days,596,85.0,29,27,29,1.34,1992-07-01,1993-02-15,230,365,0.6301369863013698,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1992/93,1992,1993,6119,david_webb_09-04-1946,David Webb,09/04/1946,England,1993-02-16,1993-06-30,04 months 14 days,135,13.0,5,4,4,1.46,1993-02-16,1993-06-30,135,365,0.3698630136986301,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1993/94,1993,1994,459,glenn_hoddle_27-10-1957,Glenn Hoddle,27/10/1957,England,1993-07-01,1996-06-30,02 years 11 months 30 days,1096,157.0,54,52,51,1.36,1993-07-01,1994-06-30,365,365,1.0,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1994/95,1994,1995,459,glenn_hoddle_27-10-1957,Glenn Hoddle,27/10/1957,England,1993-07-01,1996-06-30,02 years 11 months 30 days,1096,157.0,54,52,51,1.36,1994-07-01,1995-06-30,365,365,1.0,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1995/96,1995,1996,459,glenn_hoddle_27-10-1957,Glenn Hoddle,27/10/1957,England,1993-07-01,1996-06-30,02 years 11 months 30 days,1096,157.0,54,52,51,1.36,1995-07-01,1996-06-30,366,366,1.0,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1997/98,1997,1998,2640,gianluca_vialli_09-07-1964,Gianluca Vialli,09/07/1964,Italy,1998-02-13,2000-09-12,02 years 06 months 30 days,943,135.0,72,38,25,1.88,1998-02-13,1998-06-30,138,365,0.3780821917808219,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1998/99,1998,1999,2640,gianluca_vialli_09-07-1964,Gianluca Vialli,09/07/1964,Italy,1998-02-13,2000-09-12,02 years 06 months 30 days,943,135.0,72,38,25,1.88,1998-07-01,1999-06-30,365,365,1.0,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,1999/00,1999,2000,2640,gianluca_vialli_09-07-1964,Gianluca Vialli,09/07/1964,Italy,1998-02-13,2000-09-12,02 years 06 months 30 days,943,135.0,72,38,25,1.88,1999-07-01,2000-06-30,366,366,1.0,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
premier_league,Premier League,chelsea,Chelsea,manager,Manager,2000/01,2000,2001,2640,gianluca_vialli_09-07-1964,Gianluca Vialli,09/07/1964,Italy,1998-02-13,2000-09-12,02 years 06 months 30 days,943,135.0,72,38,25,1.88,2000-07-01,2000-09-12,74,365,0.20273972602739726,transfermarkt_manager_history_page,https://www.transfermarkt.com/chelsea/mitarbeiterhistorie/verein/631/personalie_id/1/plus/1,2026-04-27T18:42:58.504177+00:00,high,
